FID,id,vejkode,vejnavn,park_id,bydel,distrikt,kurv_type,kurv_farve,kurv_laag,kurv_tilstand,kurv_driftsopgave,kurv_placering,tomn_rute_basis,tomn_rute_weekend,tomn_rute_middag,tomn_rute_efterm,tomningsfrekvens,kurv_foto,reg_metode,bemaerkning,reg_dato,rettet_dato,wkb_geometry
affaldskurv.2256,6542,6844,Stefansgade,,Nørrebro,4,Københavnerkurv,Grå (metal),Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Nørrebro Team 1,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Digitaliseret manuelt,,2001-08-02T00:00:00,2017-02-02T12:05:09.941,MULTIPOINT ((12.544476864798769 55.69625577190861))
affaldskurv.2257,7019,6848,Steins Plads,,Valby,2,Københavnerkurv,Grøn,Med låg,Ny/velholdt,Ikke registreret,Park,Vesterbro Team 3,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Udefineret,,2004-08-27T00:00:00,2017-05-24T16:13:21.749,MULTIPOINT ((12.503782483311848 55.66225494455122))
affaldskurv.2259,7017,6848,Steins Plads,,Valby,2,Københavnerkurv,Grøn,Med låg,Ny/velholdt,Ikke registreret,Park,Vesterbro Team 3,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Udefineret,,2004-08-27T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.504029750473226 55.66202130414082))
affaldskurv.2260,11663,6864,Stengade,,Nørrebro,,Københavnerkurv,Grå (metal),Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Udefineret,,2017-01-27T12:38:01.931,,MULTIPOINT ((12.556388365587564 55.68829534303112))
affaldskurv.2261,6150,6864,Stengade,,Nørrebro,4,Københavnerkurv,Blå,Med låg,Ny/velholdt,Ikke registreret,Vej/Fortov,Nørrebro Team 3,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,2001-07-13T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.555127829932466 55.68715527298292))
affaldskurv.2262,6149,6864,Stengade,,Nørrebro,4,Københavnerkurv,Blå,Med låg,Ny/velholdt,Ikke registreret,Vej/Fortov,Nørrebro Team 3,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,2001-07-13T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.555006507363323 55.68720901403186))
affaldskurv.2263,10025,6896,Stenosgade,0,Vesterbro-Kongens Enghave,,Richard Müller T5,Grå (metal),Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Udefineret,,2012-10-16T10:35:25,2014-09-09T09:53:27,MULTIPOINT ((12.556875505950456 55.673404205501335))
affaldskurv.2264,6203,6908,Stevnsgade,,Nørrebro,4,Hundeposestativ,Grøn,Ikke registreret,Rimelig/god stand,Ikke registreret,Park,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Udefineret,,2009-02-01T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.551992599680995 55.69494168862703))
affaldskurv.2265,6192,6908,Stevnsgade,,Nørrebro,4,Richard Müller T5,Grå (metal),Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Nørrebro Team 1,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,2001-07-10T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.551752522533757 55.69668238301207))
affaldskurv.2266,9329,6920,Stockholmsgade,0,Indre By,,Richard Müller T5,Grøn,Med låg,Slidt/grim,Ikke registreret,Vej/Fortov,Team Rosenborg,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,,2014-09-09T09:53:27,MULTIPOINT ((12.581717995818009 55.69176020286534))
affaldskurv.2267,6252,6920,Stockholmsgade,,Indre By,1,Richard Müller T5,Grøn,Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Team Rosenborg,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,rute 2 gul,2001-07-21T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.577828229766558 55.69031664338808))
affaldskurv.2268,6250,6920,Stockholmsgade,,Indre By,1,Richard Müller T5,Grøn,Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Team Rosenborg,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,rute 2 gul,2001-07-21T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.576826806640467 55.6899358503375))
affaldskurv.2269,5551,6920,Stockholmsgade,,Indre By,1,Richard Müller T5,Grøn,Med låg,Afbrændt,Ikke registreret,Vej/Fortov,Team Rosenborg,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,rute 2,2001-07-21T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.57527315204789 55.68942918904058))
